תאריך,שעה,סוג,בסיס,פקיעה,פתיחה%,נעילה,יומי%,מחזור,עסקאות,נקודות,אחוז
10.4.2014,9:45:27,W,"1,414.17","1,421.71",0.53%,"1,412.52",0.12%,161.2,918,5.64,0.40%
3.4.2014,9:45:30,W,"1,414.90","1,416.07",0.08%,"1,417.77",0.20%,95.6,"1,268",17.58,1.26%
27.3.2014,9:45:50,M,"1,401.04","1,398.49",0.18%,"1,397.77",0.23%,576.3,"2,468",18.15,1.31%
20.3.2014,9:45:53,W,"1,385.73","1,380.34",0.39%,"1,383.16",0.19%,69.1,"1,082",7,0.51%
13.3.2014,9:45:00,W,"1,369.40","1,373.34",0.29%,"1,373.28",0.28%,68.8,997,6.79,0.50%
6.3.2014,10:21:40,W,"1,365.49","1,366.55",0.08%,"1,369.22",0.27%,60.7,"1,100",11.57,0.85%
27.2.2014,9:45:52,M,"1,349.05","1,354.98",0.44%,"1,350.65",0.12%,907.5,"3,280",35,2.65%
20.2.2014,9:45:03,W,"1,322.77","1,319.98",0.21%,"1,323.69",0.07%,30.3,667,14.02,1.07%
13.2.2014,9:45:01,W,"1,309.75","1,305.96",0.29%,"1,309.09",0.05%,65.4,"1,186",1.99,0.15%
6.2.2014,9:45:13,W,"1,303.25","1,303.97",0.06%,"1,307.98",0.36%,143.3,"1,193",13.79,1.07%
30.1.2014,9:45:38,M,"1,307.89","1,290.18",1.35%,"1,299.54",0.64%,936.7,"3,133",45.81,3.43%
23.1.2014,10:17:40,W,"1,331.49","1,335.99",0.34%,"1,322.02",0.71%,31.5,963,14.11,1.05%
16.1.2014,9:45:10,W,"1,352.27","1,350.10",0.16%,"1,348.95",0.25%,54.8,905,27.06,2.05%
9.1.2014,9:45:03,W,"1,327.07","1,323.04",0.30%,"1,324.17",0.22%,128.5,"1,163",12.65,0.95%
2.1.2014,9:45:36,W,"1,339.62","1,335.69",0.29%,"1,322.52",1.28%,74.3,"2,044",6.25,0.47%
26.12.2013,9:45:31,M,"1,341.85","1,329.44",0.92%,"1,333.42",0.63%,876.7,"3,373",6.89,0.52%
19.12.2013,9:45:49,W,"1,325.08","1,336.33",0.85%,"1,323.04",0.15%,89.6,"1,640",12.49,0.94%
12.12.2013,9:45:00,W,"1,342.93","1,323.84",1.42%,"1,326.92",1.19%,83.8,"1,548",41.09,3.01%
5.12.2013,9:45:41,W,"1,363.86","1,364.93",0.08%,"1,368.30",0.33%,167.1,"1,145",11.29,0.83%
28.11.2013,9:45:44,M,"1,351.96","1,353.64",0.12%,"1,358.23",0.46%,553.7,"1,902",11.61,0.87%
21.11.2013,9:45:33,W,"1,344.34","1,342.03",0.17%,"1,344.85",0.04%,31.6,882,29.86,2.28%
14.11.2013,9:45:01,W,"1,307.31","1,312.17",0.37%,"1,315.86",0.65%,31,"1,089",8.75,0.67%
7.11.2013,9:50:45,W,"1,304.96","1,303.42",0.12%,"1,310.46",0.42%,24.3,936,27.32,2.14%
31.10.2013,9:45:54,W,"1,283.08","1,276.10",0.54%,"1,288.19",0.40%,30,"1,175",17.13,1.32%
24.10.2013,9:45:47,M,"1,289.33","1,293.23",0.30%,"1,286.36",0.23%,"1,139.30","2,799",10.37,0.80%
17.10.2013,9:45:08,W,"1,307.00","1,303.60",0.26%,"1,296.65",0.79%,70.3,"1,116",16.26,1.26%
10.10.2013,9:45:52,W,"1,286.12","1,287.34",0.09%,"1,292.75",0.52%,147.5,"2,000",13.41,1.05%
3.10.2013,9:45:02,W,"1,271.97","1,273.93",0.15%,"1,257.64",1.13%,39.4,800,6.38,0.50%
24.9.2013,9:45:01,M,"1,261.54","1,267.55",0.48%,"1,256.36",0.41%,464.9,"2,337",37.46,3.05%
17.9.2013,9:45:00,W,"1,230.37","1,230.09",0.02%,"1,240.08",0.79%,41.1,"1,341",28.04,2.33%
12.9.2013,9:45:55,W,"1,200.43","1,202.05",0.13%,"1,202.81",0.20%,30.7,"1,186",14.71,1.24%
3.9.2013,9:45:58,W,"1,190.10","1,187.34",0.23%,"1,179.73",0.87%,45.2,"1,174",13.48,1.15%
29.8.2013,9:45:58,M,"1,164.69","1,173.86",0.79%,"1,178.41",1.18%,389.7,"1,333",29.45,2.45%
22.8.2013,9:45:48,W,"1,203.22","1,203.31",0.01%,"1,201.28",0.16%,21.1,845,5.56,0.46%
15.8.2013,9:48:47,W,"1,212.58","1,208.87",0.31%,"1,204.89",0.63%,37.6,999,6.12,0.51%
8.8.2013,9:45:18,W,"1,200.47","1,202.75",0.19%,"1,202.85",0.20%,29.6,764,1.58,0.13%
1.8.2013,9:45:36,W,"1,203.47","1,204.33",0.07%,"1,207.84",0.36%,134.6,"1,436",29.47,2.39%
25.7.2013,9:45:13,M,"1,234.20","1,233.80",0.03%,"1,229.24",0.40%,475.9,"1,468",9.21,0.75%
18.7.2013,9:45:52,W,"1,223.72","1,224.59",0.07%,"1,226.89",0.26%,243.6,956,9,0.74%
11.7.2013,9:45:04,W,"1,206.06","1,215.59",0.79%,"1,214.52",0.70%,224.7,"1,298",22.98,1.93%
27.6.2013,9:45:36,M,"1,193.67","1,192.61",0.09%,"1,189.67",0.34%,636.6,"3,262",37.39,3.04%
30.5.2013,9:45:00,M,"1,232.07","1,230.00",0.17%,"1,232.00",0.01%,368.4,"1,490",22.08,1.83%
25.4.2013,9:56:48,M,"1,215.02","1,207.92",0.58%,"1,205.09",0.82%,534,"3,954",32.71,2.64%
28.3.2013,9:45:30,M,"1,243.95","1,240.63",0.27%,"1,237.67",0.50%,492.5,"1,905",26.06,2.15%
21.2.2013,9:45:06,M,"1,241.90","1,214.57",2.20%,"1,218.00",1.92%,791.5,"1,842",17.63,1.47%
24.1.2013,9:56:38,M,"1,204.65","1,196.94",0.64%,"1,196.34",0.69%,"1,194.70","3,976",31.2,2.68%
27.12.2012,9:45:23,M,"1,185.92","1,165.74",1.70%,"1,184.12",0.15%,"1,463.70","3,459",60.82,4.96%
29.11.2012,10:13:46,M,"1,226.13","1,226.56",0.04%,"1,229.97",0.31%,"1,232.80","2,934",26.6,2.22%
25.10.2012,9:45:10,M,"1,202.49","1,199.96",0.21%,"1,209.74",0.60%,"1,216.90","2,581",27.75,2.37%
27.9.2012,9:55:32,M,"1,166.98","1,172.21",0.45%,"1,189.25",1.91%,934.7,"3,976",48.37,4.30%
30.8.2012,9:46:04,M,"1,120.75","1,123.84",0.28%,"1,120.58",0.02%,617.5,"2,811",40.76,3.76%
26.7.2012,9:48:04,M,"1,079.35","1,083.08",0.35%,"1,093.09",1.27%,615,"2,926",8.71,0.81%
28.6.2012,9:48:43,M,"1,066.30","1,074.37",0.76%,"1,057.63",0.81%,591.5,"2,613",25.59,2.44%
24.5.2012,9:49:03,M,"1,045.22","1,048.78",0.34%,"1,050.92",0.55%,"1,048.10","4,223",107.49,9.30%
29.3.2012,9:47:08,M,"1,145.60","1,141.46",0.36%,"1,124.85",1.81%,586.4,"2,745",32.45,2.93%
23.2.2012,9:46:00,M,"1,117.98","1,109.01",0.80%,"1,097.61",1.82%,647.3,"3,160",16.94,1.50%
26.1.2012,9:49:51,M,"1,113.74","1,125.95",1.10%,"1,130.25",1.48%,"1,052.80","4,613",36.02,3.30%
29.12.2011,9:53:45,M,"1,113.31","1,089.93",2.10%,"1,085.59",2.49%,"1,473.20","4,946",68.65,6.72%
24.11.2011,9:48:39,M,"1,029.13","1,021.28",0.76%,"1,017.64",1.12%,670.5,"3,632",152.55,13.00%
27.10.2011,9:52:17,M,"1,140.48","1,173.83",2.92%,"1,168.52",2.46%,"1,569.20","4,113",89.63,8.27%
27.9.2011,9:45:05,M,"1,062.59","1,084.20",2.03%,"1,077.79",1.43%,623.9,"2,400",31.25,2.80%
25.8.2011,9:49:57,M,"1,115.25","1,115.45",0.02%,"1,088.87",2.37%,760.9,"3,291",118.76,9.62%
28.7.2011,9:48:22,M,"1,255.04","1,234.21",1.66%,"1,232.74",1.78%,"1,070.30","3,250",8.5,0.69%
23.6.2011,9:49:50,M,"1,232.16","1,225.71",0.52%,"1,211.08",1.71%,766.1,"3,132",9.48,0.77%
26.5.2011,9:45:37,M,"1,224.17","1,235.19",0.90%,"1,237.89",1.12%,690,"2,322",101.9,7.62%
28.4.2011,9:48:32,M,"1,332.89","1,337.09",0.32%,"1,314.56",1.38%,"1,471.10","4,079",40.49,3.12%
24.3.2011,9:49:48,M,"1,284.04","1,296.60",0.98%,"1,280.44",0.28%,"1,197.00","4,336",14.61,1.14%
24.2.2011,9:45:02,M,"1,295.60","1,281.99",1.05%,"1,272.62",1.77%,"1,159.50","2,101",58.78,4.38%
27.1.2011,9:48:47,M,"1,329.31","1,340.77",0.86%,"1,332.49",0.24%,"1,363.40","3,616",14.41,1.09%
30.12.2010,9:46:52,M,"1,330.80","1,326.36",0.33%,"1,326.44",0.33%,"1,434.80","4,310",60.9,4.81%
25.11.2010,9:47:42,M,"1,262.02","1,265.46",0.27%,"1,262.42",0.03%,"1,165.40","4,192",3.81,0.30%
28.10.2010,9:48:16,M,"1,258.85","1,261.65",0.22%,"1,270.38",0.92%,868.7,"3,273",31.9,2.59%
21.9.2010,9:46:30,M,"1,204.50","1,229.75",2.10%,"1,227.19",1.88%,"1,239.50","4,230",94.41,8.32%
26.8.2010,9:45:37,M,"1,127.07","1,135.34",0.73%,"1,139.80",1.13%,758.3,"2,009",18.88,1.69%
29.7.2010,9:47:49,M,"1,120.55","1,116.46",0.36%,"1,118.59",0.17%,"1,139.90","4,202",0.55,0.05%
24.6.2010,9:49:12,M,"1,117.65","1,117.01",0.06%,"1,093.65",2.15%,"1,058.30","2,509",6.05,0.54%
27.5.2010,9:45:56,M,"1,107.12","1,110.96",0.35%,"1,103.84",0.30%,"1,114.30","3,244",60.8,5.19%
29.4.2010,9:48:46,M,"1,185.99","1,171.76",1.20%,"1,164.23",1.83%,"1,275.90","4,696",56.23,4.58%
25.3.2010,9:49:32,M,"1,225.44","1,227.99",0.21%,"1,231.30",0.48%,"1,208.60","4,048",49.45,4.20%
25.2.2010,9:46:01,M,"1,172.34","1,178.54",0.53%,"1,159.61",1.09%,904.6,"3,113",43.62,3.84%
28.1.2010,9:48:28,M,"1,125.04","1,134.92",0.88%,"1,135.79",0.96%,"1,214.90","3,181",פקיעה ראשונה,פקיעה ראשונה
